id,acronym,color_hex_triplet,name,graph_order,parent_structure_id,structure_id_path,parcellation_index
1054,ILA6a,59B363,"Infralimbic area, layer 6a",250,44,/997/8/567/688/695/315/44/1054/,1043
1081,ILA6b,59B363,"Infralimbic area, layer 6b",251,44,/997/8/567/688/695/315/44/1081/,1070
714,ORB,248A5E,Orbital area,252,315,/997/8/567/688/695/315/714/,704
264,ORB1,248A5E,"Orbital area, layer 1",253,714,/997/8/567/688/695/315/714/264/,257
492,ORB2/3,248A5E,"Orbital area, layer 2/3",254,714,/997/8/567/688/695/315/714/492/,482
352,ORB5,248A5E,"Orbital area, layer 5",255,714,/997/8/567/688/695/315/714/352/,342
476,ORB6a,248A5E,"Orbital area, layer 6a",256,714,/997/8/567/688/695/315/714/476/,466
516,ORB6b,248A5E,"Orbital area, layer 6b",257,714,/997/8/567/688/695/315/714/516/,506
723,ORBl,248A5E,"Orbital area, lateral part",258,714,/997/8/567/688/695/315/714/723/,713
448,ORBl1,248A5E,"Orbital area, lateral part, layer 1",259,723,/997/8/567/688/695/315/714/723/448/,438
412,ORBl2/3,248A5E,"Orbital area, lateral part, layer 2/3",260,723,/997/8/567/688/695/315/714/723/412/,402
630,ORBl5,248A5E,"Orbital area, lateral part, layer 5",261,723,/997/8/567/688/695/315/714/723/630/,620
440,ORBl6a,248A5E,"Orbital area, lateral part, layer 6a",262,723,/997/8/567/688/695/315/714/723/440/,430
488,ORBl6b,248A5E,"Orbital area, lateral part, layer 6b",263,723,/997/8/567/688/695/315/714/723/488/,478
731,ORBm,248A5E,"Orbital area, medial part",264,714,/997/8/567/688/695/315/714/731/,721
484,ORBm1,248A5E,"Orbital area, medial part, layer 1",265,731,/997/8/567/688/695/315/714/731/484/,474
524,ORBm2,248A5E,"Orbital area, medial part, layer 2",266,731,/997/8/567/688/695/315/714/731/524/,514
582,ORBm2/3,248A5E,"Orbital area, medial part, layer 2/3",267,731,/997/8/567/688/695/315/714/731/582/,572
620,ORBm5,248A5E,"Orbital area, medial part, layer 5",268,731,/997/8/567/688/695/315/714/731/620/,610
910,ORBm6a,248A5E,"Orbital area, medial part, layer 6a",269,731,/997/8/567/688/695/315/714/731/910/,900
527696977,ORBm6b,248A5E,"Orbital area, medial part, layer 6b",270,731,/997/8/567/688/695/315/714/731/527696977/,1291
738,ORBv,248A5E,"Orbital area, ventral part",271,714,/997/8/567/688/695/315/714/738/,728
746,ORBvl,248A5E,"Orbital area, ventrolateral part",272,714,/997/8/567/688/695/315/714/746/,736
969,ORBvl1,248A5E,"Orbital area, ventrolateral part, layer 1",273,746,/997/8/567/688/695/315/714/746/969/,959
288,ORBvl2/3,248A5E,"Orbital area, ventrolateral part, layer 2/3",274,746,/997/8/567/688/695/315/714/746/288/,278
1125,ORBvl5,248A5E,"Orbital area, ventrolateral part, layer 5",275,746,/997/8/567/688/695/315/714/746/1125/,1112
608,ORBvl6a,248A5E,"Orbital area, ventrolateral part, layer 6a",276,746,/997/8/567/688/695/315/714/746/608/,598
680,ORBvl6b,248A5E,"Orbital area, ventrolateral part, layer 6b",277,746,/997/8/567/688/695/315/714/746/680/,670
95,AI,219866,Agranular insular area,278,315,/997/8/567/688/695/315/95/,90
104,AId,219866,"Agranular insular area, dorsal part",279,95,/997/8/567/688/695/315/95/104/,99
996,AId1,219866,"Agranular insular area, dorsal part, layer 1",280,104,/997/8/567/688/695/315/95/104/996/,986
328,AId2/3,219866,"Agranular insular area, dorsal part, layer 2/3",281,104,/997/8/567/688/695/315/95/104/328/,318
1101,AId5,219866,"Agranular insular area, dorsal part, layer 5",282,104,/997/8/567/688/695/315/95/104/1101/,1090
783,AId6a,219866,"Agranular insular area, dorsal part, layer 6a",283,104,/997/8/567/688/695/315/95/104/783/,773
831,AId6b,219866,"Agranular insular area, dorsal part, layer 6b",284,104,/997/8/567/688/695/315/95/104/831/,821
111,AIp,219866,"Agranular insular area, posterior part",285,95,/997/8/567/688/695/315/95/111/,106
120,AIp1,219866,"Agranular insular area, posterior part, layer 1",286,111,/997/8/567/688/695/315/95/111/120/,115
163,AIp2/3,219866,"Agranular insular area, posterior part, layer 2/3",287,111,/997/8/567/688/695/315/95/111/163/,158
344,AIp5,219866,"Agranular insular area, posterior part, layer 5",288,111,/997/8/567/688/695/315/95/111/344/,334
314,AIp6a,219866,"Agranular insular area, posterior part, layer 6a",289,111,/997/8/567/688/695/315/95/111/314/,304
355,AIp6b,219866,"Agranular insular area, posterior part, layer 6b",290,111,/997/8/567/688/695/315/95/111/355/,345
119,AIv,219866,"Agranular insular area, ventral part",291,95,/997/8/567/688/695/315/95/119/,114
704,AIv1,219866,"Agranular insular area, ventral part, layer 1",292,119,/997/8/567/688/695/315/95/119/704/,694
694,AIv2/3,219866,"Agranular insular area, ventral part, layer 2/3",293,119,/997/8/567/688/695/315/95/119/694/,684
800,AIv5,219866,"Agranular insular area, ventral part, layer 5",294,119,/997/8/567/688/695/315/95/119/800/,790
675,AIv6a,219866,"Agranular insular area, ventral part, layer 6a",295,119,/997/8/567/688/695/315/95/119/675/,665
699,AIv6b,219866,"Agranular insular area, ventral part, layer 6b",296,119,/997/8/567/688/695/315/95/119/699/,689
254,RSP,1AA698,Retrosplenial area,297,315,/997/8/567/688/695/315/254/,247
894,RSPagl,1AA698,"Retrosplenial area, lateral agranular part",298,254,/997/8/567/688/695/315/254/894/,884
671,RSPagl1,1AA698,"Retrosplenial area, lateral agranular part, layer 1",299,894,/997/8/567/688/695/315/254/894/671/,661
965,RSPagl2/3,1AA698,"Retrosplenial area, lateral agranular part, layer 2/3",300,894,/997/8/567/688/695/315/254/894/965/,955
774,RSPagl5,1AA698,"Retrosplenial area, lateral agranular part, layer 5",301,894,/997/8/567/688/695/315/254/894/774/,764
906,RSPagl6a,1AA698,"Retrosplenial area, lateral agranular part, layer 6a",302,894,/997/8/567/688/695/315/254/894/906/,896
279,RSPagl6b,1AA698,"Retrosplenial area, lateral agranular part, layer 6b",303,894,/997/8/567/688/695/315/254/894/279/,270
480149258,VISmma,1AA698,Mediomedial anterior visual area,304,894,/997/8/567/688/695/315/254/894/480149258/,1249
480149262,VISmma1,1AA698,"Mediomedial anterior visual area, layer 1",305,480149258,/997/8/567/688/695/315/254/894/480149258/480149262/,1250
480149266,VISmma2/3,1AA698,"Mediomedial anterior visual area, layer 2/3",306,480149258,/997/8/567/688/695/315/254/894/480149258/480149266/,1251
480149270,VISmma4,1AA698,"Mediomedial anterior visual area, layer 4",307,480149258,/997/8/567/688/695/315/254/894/480149258/480149270/,1252
480149274,VISmma5,1AA698,"Mediomedial anterior visual area,layer 5",308,480149258,/997/8/567/688/695/315/254/894/480149258/480149274/,1253
480149278,VISmma6a,1AA698,"Mediomedial anterior visual area, layer 6a",309,480149258,/997/8/567/688/695/315/254/894/480149258/480149278/,1254
480149282,VISmma6b,1AA698,"Mediomedial anterior visual area, layer 6b",310,480149258,/997/8/567/688/695/315/254/894/480149258/480149282/,1255
480149286,VISmmp,1AA698,Mediomedial posterior visual area,311,894,/997/8/567/688/695/315/254/894/480149286/,1256
480149290,VISmmp1,1AA698,"Mediomedial posterior visual area, layer 1",312,480149286,/997/8/567/688/695/315/254/894/480149286/480149290/,1257
480149294,VISmmp2/3,1AA698,"Mediomedial posterior visual area, layer 2/3",313,480149286,/997/8/567/688/695/315/254/894/480149286/480149294/,1258
480149298,VISmmp4,1AA698,"Mediomedial posterior visual area, layer 4",314,480149286,/997/8/567/688/695/315/254/894/480149286/480149298/,1259
480149302,VISmmp5,1AA698,"Mediomedial posterior visual area,layer 5",315,480149286,/997/8/567/688/695/315/254/894/480149286/480149302/,1260
480149306,VISmmp6a,1AA698,"Mediomedial posterior visual area, layer 6a",316,480149286,/997/8/567/688/695/315/254/894/480149286/480149306/,1261
480149310,VISmmp6b,1AA698,"Mediomedial posterior visual area, layer 6b",317,480149286,/997/8/567/688/695/315/254/894/480149286/480149310/,1262
480149314,VISm,1AA698,Medial visual area,318,894,/997/8/567/688/695/315/254/894/480149314/,1263
480149318,VISm1,1AA698,"Medial visual area, layer 1",319,480149314,/997/8/567/688/695/315/254/894/480149314/480149318/,1264
480149322,VISm2/3,1AA698,"Medial visual area, layer 2/3",320,480149314,/997/8/567/688/695/315/254/894/480149314/480149322/,1265
480149326,VISm4,1AA698,"Medial visual area, layer 4",321,480149314,/997/8/567/688/695/315/254/894/480149314/480149326/,1266
480149330,VISm5,1AA698,"Medial visual area,layer 5",322,480149314,/997/8/567/688/695/315/254/894/480149314/480149330/,1267
480149334,VISm6a,1AA698,"Medial visual area, layer 6a",323,480149314,/997/8/567/688/695/315/254/894/480149314/480149334/,1268
480149338,VISm6b,1AA698,"Medial visual area, layer 6b",324,480149314,/997/8/567/688/695/315/254/894/480149314/480149338/,1269
879,RSPd,1AA698,"Retrosplenial area, dorsal part",325,254,/997/8/567/688/695/315/254/879/,869
442,RSPd1,1AA698,"Retrosplenial area, dorsal part, layer 1",326,879,/997/8/567/688/695/315/254/879/442/,432
434,RSPd2/3,1AA698,"Retrosplenial area, dorsal part, layer 2/3",327,879,/997/8/567/688/695/315/254/879/434/,424
545,RSPd4,1AA698,"Retrosplenial area, dorsal part, layer 4",328,879,/997/8/567/688/695/315/254/879/545/,535
610,RSPd5,1AA698,"Retrosplenial area, dorsal part, layer 5",329,879,/997/8/567/688/695/315/254/879/610/,600
274,RSPd6a,1AA698,"Retrosplenial area, dorsal part, layer 6a",330,879,/997/8/567/688/695/315/254/879/274/,265
330,RSPd6b,1AA698,"Retrosplenial area, dorsal part, layer 6b",331,879,/997/8/567/688/695/315/254/879/330/,320
886,RSPv,1AA698,"Retrosplenial area, ventral part",332,254,/997/8/567/688/695/315/254/886/,876
542,RSPv1,1AA698,"Retrosplenial area, ventral part, layer 1",333,886,/997/8/567/688/695/315/254/886/542/,532
606,RSPv2,1AA698,"Retrosplenial area, ventral part, layer 2",334,886,/997/8/567/688/695/315/254/886/606/,596
430,RSPv2/3,1AA698,"Retrosplenial area, ventral part, layer 2/3",335,886,/997/8/567/688/695/315/254/886/430/,420
687,RSPv5,1AA698,"Retrosplenial area, ventral part, layer 5",336,886,/997/8/567/688/695/315/254/886/687/,677
590,RSPv6a,1AA698,"Retrosplenial area, ventral part, layer 6a",337,886,/997/8/567/688/695/315/254/886/590/,580
622,RSPv6b,1AA698,"Retrosplenial area, ventral part, layer 6b",338,886,/997/8/567/688/695/315/254/886/622/,612
22,PTLp,009FAC,Posterior parietal association areas,339,315,/997/8/567/688/695/315/22/,20
532,PTLp1,009FAC,"Posterior parietal association areas, layer 1",340,22,/997/8/567/688/695/315/22/532/,522
241,PTLp2/3,009FAC,"Posterior parietal association areas, layer 2/3",341,22,/997/8/567/688/695/315/22/241/,234
635,PTLp4,009FAC,"Posterior parietal association areas, layer 4",342,22,/997/8/567/688/695/315/22/635/,625
683,PTLp5,009FAC,"Posterior parietal association areas, layer 5",343,22,/997/8/567/688/695/315/22/683/,673
308,PTLp6a,009FAC,"Posterior parietal association areas, layer 6a",344,22,/997/8/567/688/695/315/22/308/,298
340,PTLp6b,009FAC,"Posterior parietal association areas, layer 6b",345,22,/997/8/567/688/695/315/22/340/,330
312782546,VISa,009FAC,Anterior area,346,22,/997/8/567/688/695/315/22/312782546/,1208
312782550,VISa1,009FAC,"Anterior area, layer 1",347,312782546,/997/8/567/688/695/315/22/312782546/312782550/,1209
312782554,VISa2/3,009FAC,"Anterior area, layer 2/3",348,312782546,/997/8/567/688/695/315/22/312782546/312782554/,1210
312782558,VISa4,009FAC,"Anterior area, layer 4",349,312782546,/997/8/567/688/695/315/22/312782546/312782558/,1211
312782562,VISa5,009FAC,"Anterior area, layer 5",350,312782546,/997/8/567/688/695/315/22/312782546/312782562/,1212
312782566,VISa6a,009FAC,"Anterior area, layer 6a",351,312782546,/997/8/567/688/695/315/22/312782546/312782566/,1213
312782570,VISa6b,009FAC,"Anterior area, layer 6b",352,312782546,/997/8/567/688/695/315/22/312782546/312782570/,1214
417,VISrl,009FAC,Rostrolateral visual area,353,22,/997/8/567/688/695/315/22/417/,407
312782604,VISrl1,009FAC,"Rostrolateral area, layer 1",354,417,/997/8/567/688/695/315/22/417/312782604/,1222
312782608,VISrl2/3,009FAC,"Rostrolateral area, layer 2/3",355,417,/997/8/567/688/695/315/22/417/312782608/,1223
312782612,VISrl4,009FAC,"Rostrolateral area, layer 4",356,417,/997/8/567/688/695/315/22/417/312782612/,1224
312782616,VISrl5,009FAC,"Rostrolateral area, layer 5",357,417,/997/8/567/688/695/315/22/417/312782616/,1225
312782620,VISrl6a,009FAC,"Rostrolateral area, layer 6a",358,417,/997/8/567/688/695/315/22/417/312782620/,1226
312782624,VISrl6b,009FAC,"Rostrolateral area, layer 6b",359,417,/997/8/567/688/695/315/22/417/312782624/,1227
541,TEa,15B0B3,Temporal association areas,360,315,/997/8/567/688/695/315/541/,531
97,TEa1,15B0B3,"Temporal association areas, layer 1",361,541,/997/8/567/688/695/315/541/97/,92
1127,TEa2/3,15B0B3,"Temporal association areas, layer 2/3",362,541,/997/8/567/688/695/315/541/1127/,1114
234,TEa4,15B0B3,"Temporal association areas, layer 4",363,541,/997/8/567/688/695/315/541/234/,227
289,TEa5,15B0B3,"Temporal association areas, layer 5",364,541,/997/8/567/688/695/315/541/289/,279
729,TEa6a,15B0B3,"Temporal association areas, layer 6a",365,541,/997/8/567/688/695/315/541/729/,719
786,TEa6b,15B0B3,"Temporal association areas, layer 6b",366,541,/997/8/567/688/695/315/541/786/,776
922,PERI,0E9684,Perirhinal area,367,315,/997/8/567/688/695/315/922/,912
540,PERI1,0E9684,"Perirhinal area, layer 1",368,922,/997/8/567/688/695/315/922/540/,530
888,PERI2/3,0E9684,"Perirhinal area, layer 2/3",369,922,/997/8/567/688/695/315/922/888/,878
692,PERI5,0E9684,"Perirhinal area, layer 5",370,922,/997/8/567/688/695/315/922/692/,682
335,PERI6a,0E9684,"Perirhinal area, layer 6a",371,922,/997/8/567/688/695/315/922/335/,325
368,PERI6b,0E9684,"Perirhinal area, layer 6b",372,922,/997/8/567/688/695/315/922/368/,358
895,ECT,0D9F91,Ectorhinal area,373,315,/997/8/567/688/695/315/895/,885
836,ECT1,0D9F91,Ectorhinal area/Layer 1,374,895,/997/8/567/688/695/315/895/836/,826
427,ECT2/3,0D9F91,Ectorhinal area/Layer 2/3,375,895,/997/8/567/688/695/315/895/427/,417
988,ECT5,0D9F91,Ectorhinal area/Layer 5,376,895,/997/8/567/688/695/315/895/988/,978
977,ECT6a,0D9F91,Ectorhinal area/Layer 6a,377,895,/997/8/567/688/695/315/895/977/,967
1045,ECT6b,0D9F91,Ectorhinal area/Layer 6b,378,895,/997/8/567/688/695/315/895/1045/,1034
698,OLF,9AD2BD,Olfactory areas,379,695,/997/8/567/688/695/698/,688
507,MOB,9AD2BD,Main olfactory bulb,380,698,/997/8/567/688/695/698/507/,497
212,MOBgl,82C7AE,"Main olfactory bulb, glomerular layer",381,507,/997/8/567/688/695/698/507/212/,205
220,MOBgr,82C7AE,"Main olfactory bulb, granule layer",382,507,/997/8/567/688/695/698/507/220/,213
228,MOBipl,9AD2BD,"Main olfactory bulb, inner plexiform layer",383,507,/997/8/567/688/695/698/507/228/,221
236,MOBmi,82C7AE,"Main olfactory bulb, mitral layer",384,507,/997/8/567/688/695/698/507/236/,229
244,MOBopl,9AD2BD,"Main olfactory bulb, outer plexiform layer",385,507,/997/8/567/688/695/698/507/244/,237
151,AOB,9DF0D2,Accessory olfactory bulb,386,698,/997/8/567/688/695/698/151/,146
188,AOBgl,9DF0D2,"Accessory olfactory bulb, glomerular layer",387,151,/997/8/567/688/695/698/151/188/,181
196,AOBgr,95E4C8,"Accessory olfactory bulb, granular layer",388,151,/997/8/567/688/695/698/151/196/,189
204,AOBmi,9DF0D2,"Accessory olfactory bulb, mitral layer",389,151,/997/8/567/688/695/698/151/204/,197
159,AON,54BF94,Anterior olfactory nucleus,390,698,/997/8/567/688/695/698/159/,154
167,AONd,54BF94,"Anterior olfactory nucleus, dorsal part",391,159,/997/8/567/688/695/698/159/167/,162
175,AONe,54BF94,"Anterior olfactory nucleus, external part",392,159,/997/8/567/688/695/698/159/175/,169
183,AONl,54BF94,"Anterior olfactory nucleus, lateral part",393,159,/997/8/567/688/695/698/159/183/,176
191,AONm,54BF94,"Anterior olfactory nucleus, medial part",394,159,/997/8/567/688/695/698/159/191/,184
199,AONpv,54BF94,"Anterior olfactory nucleus, posteroventral part",395,159,/997/8/567/688/695/698/159/199/,192
160,AON1,54BF94,"Anterior olfactory nucleus, layer 1",396,159,/997/8/567/688/695/698/159/160/,155
168,AON2,54BF94,"Anterior olfactory nucleus, layer 2",397,159,/997/8/567/688/695/698/159/168/,163
589,TT,62D09F,Taenia tecta,398,698,/997/8/567/688/695/698/589/,579
597,TTd,62D09F,"Taenia tecta, dorsal part",399,589,/997/8/567/688/695/698/589/597/,587
297,TTd1-4,62D09F,"Taenia tecta, dorsal part, layers 1-4",400,597,/997/8/567/688/695/698/589/597/297/,287
1034,TTd1,62D09F,"Taenia tecta, dorsal part, layer 1",401,597,/997/8/567/688/695/698/589/597/1034/,1023
1042,TTd2,62D09F,"Taenia tecta, dorsal part, layer 2",402,597,/997/8/567/688/695/698/589/597/1042/,1031
1050,TTd3,62D09F,"Taenia tecta, dorsal part, layer 3",403,597,/997/8/567/688/695/698/589/597/1050/,1039
1059,TTd4,62D09F,"Taenia tecta, dorsal part, layer 4",404,597,/997/8/567/688/695/698/589/597/1059/,1048
605,TTv,62D09F,"Taenia tecta, ventral part",405,589,/997/8/567/688/695/698/589/605/,595
306,TTv1-3,62D09F,"Taenia tecta, ventral part, layers 1-3",406,605,/997/8/567/688/695/698/589/605/306/,296
1067,TTv1,62D09F,"Taenia tecta, ventral part, layer 1",407,605,/997/8/567/688/695/698/589/605/1067/,1056
1075,TTv2,62D09F,"Taenia tecta, ventral part, layer 2",408,605,/997/8/567/688/695/698/589/605/1075/,1064
1082,TTv3,62D09F,"Taenia tecta, ventral part, layer 3",409,605,/997/8/567/688/695/698/589/605/1082/,1071
814,DP,A4DAA4,Dorsal peduncular area,410,698,/997/8/567/688/695/698/814/,804
496,DP1,A4DAA4,"Dorsal peduncular area, layer 1",411,814,/997/8/567/688/695/698/814/496/,486
535,DP2,A4DAA4,"Dorsal peduncular area, layer 2",412,814,/997/8/567/688/695/698/814/535/,525
360,DP2/3,A4DAA4,"Dorsal peduncular area, layer 2/3",413,814,/997/8/567/688/695/698/814/360/,350
646,DP5,A4DAA4,"Dorsal peduncular area, layer 5",414,814,/997/8/567/688/695/698/814/646/,636
267,DP6a,A4DAA4,"Dorsal peduncular area, layer 6a",415,814,/997/8/567/688/695/698/814/267/,259
961,PIR,6ACBBA,Piriform area,416,698,/997/8/567/688/695/698/961/,951
152,PIR1-3,6ACBBA,"Piriform area, layers 1-3",417,961,/997/8/567/688/695/698/961/152/,147
276,PIR1,6ACBBA,"Piriform area, molecular layer",418,961,/997/8/567/688/695/698/961/276/,267
284,PIR2,6ACBBA,"Piriform area, pyramidal layer",419,961,/997/8/567/688/695/698/961/284/,274
291,PIR3,6ACBBA,"Piriform area, polymorph layer",420,961,/997/8/567/688/695/698/961/291/,281
619,NLOT,95E4C8,Nucleus of the lateral olfactory tract,421,698,/997/8/567/688/695/698/619/,609
392,NLOT1-3,95E4C8,"Nucleus of the lateral olfactory tract, layers 1-3",422,619,/997/8/567/688/695/698/619/392/,382
260,NLOT1,95E4C8,"Nucleus of the lateral olfactory tract, molecular layer",423,619,/997/8/567/688/695/698/619/260/,253
268,NLOT2,95E4C8,"Nucleus of the lateral olfactory tract, pyramidal layer",424,619,/997/8/567/688/695/698/619/268/,260
1139,NLOT3,95E4C8,"Nucleus of the lateral olfactory tract, layer 3",425,619,/997/8/567/688/695/698/619/1139/,1120
631,COA,61E7B7,Cortical amygdalar area,426,698,/997/8/567/688/695/698/631/,621
639,COAa,61E7B7,"Cortical amygdalar area, anterior part",427,631,/997/8/567/688/695/698/631/639/,629
192,COAa1,61E7B7,"Cortical amygdalar area, anterior part, layer 1",428,639,/997/8/567/688/695/698/631/639/192/,185
200,COAa2,61E7B7,"Cortical amygdalar area, anterior part, layer 2",429,639,/997/8/567/688/695/698/631/639/200/,193
208,COAa3,61E7B7,"Cortical amygdalar area, anterior part, layer 3",430,639,/997/8/567/688/695/698/631/639/208/,201
647,COAp,61E7B7,"Cortical amygdalar area, posterior part",431,631,/997/8/567/688/695/698/631/647/,637
655,COApl,61E7B7,"Cortical amygdalar area, posterior part, lateral zone",432,647,/997/8/567/688/695/698/631/647/655/,645
584,COApl1-2,61E7B7,"Cortical amygdalar area, posterior part, lateral zone, layers 1-2",433,655,/997/8/567/688/695/698/631/647/655/584/,574
376,COApl1-3,61E7B7,"Cortical amygdalar area, posterior part, lateral zone, layers 1-3",434,655,/997/8/567/688/695/698/631/647/655/376/,366
216,COApl1,61E7B7,"Cortical amygdalar area, posterior part, lateral zone, layer 1",435,655,/997/8/567/688/695/698/631/647/655/216/,209
224,COApl2,61E7B7,"Cortical amygdalar area, posterior part, lateral zone, layer 2",436,655,/997/8/567/688/695/698/631/647/655/224/,217
232,COApl3,61E7B7,"Cortical amygdalar area, posterior part, lateral zone, layer 3",437,655,/997/8/567/688/695/698/631/647/655/232/,225
663,COApm,61E7B7,"Cortical amygdalar area, posterior part, medial zone",438,647,/997/8/567/688/695/698/631/647/663/,653
592,COApm1-2,61E7B7,"Cortical amygdalar area, posterior part, medial zone, layers 1-2",439,663,/997/8/567/688/695/698/631/647/663/592/,582
383,COApm1-3,61E7B7,"Cortical amygdalar area, posterior part, medial zone, layers 1-3",440,663,/997/8/567/688/695/698/631/647/663/383/,373
240,COApm1,61E7B7,"Cortical amygdalar area, posterior part, medial zone, layer 1",441,663,/997/8/567/688/695/698/631/647/663/240/,233
248,COApm2,61E7B7,"Cortical amygdalar area, posterior part, medial zone, layer 2",442,663,/997/8/567/688/695/698/631/647/663/248/,241
256,COApm3,61E7B7,"Cortical amygdalar area, posterior part, medial zone, layer 3",443,663,/997/8/567/688/695/698/631/647/663/256/,249
788,PAA,59DAAB,Piriform-amygdalar area,444,698,/997/8/567/688/695/698/788/,778
400,PAA1-3,59DAAB,"Piriform-amygdalar area, layers 1-3",445,788,/997/8/567/688/695/698/788/400/,390
408,PAA1,59DAAB,"Piriform-amygdalar area, molecular layer",446,788,/997/8/567/688/695/698/788/408/,398
416,PAA2,59DAAB,"Piriform-amygdalar area, pyramidal layer",447,788,/997/8/567/688/695/698/788/416/,406
424,PAA3,59DAAB,"Piriform-amygdalar area, polymorph layer",448,788,/997/8/567/688/695/698/788/424/,414
566,TR,A8ECD3,Postpiriform transition area,449,698,/997/8/567/688/695/698/566/,556
517,TR1-3,A8ECD3,"Postpiriform transition area, layers 1-3",450,566,/997/8/567/688/695/698/566/517/,507
1140,TR1,A8ECD3,"Postpiriform transition area, layers 1",451,566,/997/8/567/688/695/698/566/1140/,1121
1141,TR2,A8ECD3,"Postpiriform transition area, layers 2",452,566,/997/8/567/688/695/698/566/1141/,1122
1142,TR3,A8ECD3,"Postpiriform transition area, layers 3",453,566,/997/8/567/688/695/698/566/1142/,1123
1089,HPF,7ED04B,Hippocampal formation,454,695,/997/8/567/688/695/1089/,1078
1080,HIP,7ED04B,Hippocampal region,455,1089,/997/8/567/688/695/1089/1080/,1069
375,CA,7ED04B,Ammon's horn,456,1080,/997/8/567/688/695/1089/1080/375/,365
382,CA1,7ED04B,Field CA1,457,375,/997/8/567/688/695/1089/1080/375/382/,372
391,CA1slm,7ED04B,"Field CA1, stratum lacunosum-moleculare",458,382,/997/8/567/688/695/1089/1080/375/382/391/,381
399,CA1so,7ED04B,"Field CA1, stratum oriens",459,382,/997/8/567/688/695/1089/1080/375/382/399/,389
407,CA1sp,66A83D,"Field CA1, pyramidal layer",460,382,/997/8/567/688/695/1089/1080/375/382/407/,397
415,CA1sr,7ED04B,"Field CA1, stratum radiatum",461,382,/997/8/567/688/695/1089/1080/375/382/415/,405
423,CA2,7ED04B,Field CA2,462,375,/997/8/567/688/695/1089/1080/375/423/,413
431,CA2slm,7ED04B,"Field CA2, stratum lacunosum-moleculare",463,423,/997/8/567/688/695/1089/1080/375/423/431/,421
438,CA2so,7ED04B,"Field CA2, stratum oriens",464,423,/997/8/567/688/695/1089/1080/375/423/438/,428
446,CA2sp,66A83D,"Field CA2, pyramidal layer",465,423,/997/8/567/688/695/1089/1080/375/423/446/,436
454,CA2sr,7ED04B,"Field CA2, stratum radiatum",466,423,/997/8/567/688/695/1089/1080/375/423/454/,444
463,CA3,7ED04B,Field CA3,467,375,/997/8/567/688/695/1089/1080/375/463/,453
471,CA3slm,7ED04B,"Field CA3, stratum lacunosum-moleculare",468,463,/997/8/567/688/695/1089/1080/375/463/471/,461
479,CA3slu,7ED04B,"Field CA3, stratum lucidum",469,463,/997/8/567/688/695/1089/1080/375/463/479/,469
486,CA3so,7ED04B,"Field CA3, stratum oriens",470,463,/997/8/567/688/695/1089/1080/375/463/486/,476
495,CA3sp,66A83D,"Field CA3, pyramidal layer",471,463,/997/8/567/688/695/1089/1080/375/463/495/,485
504,CA3sr,7ED04B,"Field CA3, stratum radiatum",472,463,/997/8/567/688/695/1089/1080/375/463/504/,494
726,DG,7ED04B,Dentate gyrus,473,1080,/997/8/567/688/695/1089/1080/726/,716
10703,DG-mo,7ED04B,"Dentate gyrus, molecular layer",474,726,/997/8/567/688/695/1089/1080/726/10703/,1159
10704,DG-po,7ED04B,"Dentate gyrus, polymorph layer",475,726,/997/8/567/688/695/1089/1080/726/10704/,1160
632,DG-sg,66A83D,"Dentate gyrus, granule cell layer",476,726,/997/8/567/688/695/1089/1080/726/632/,622
10702,DG-sgz,7ED04B,"Dentate gyrus, subgranular zone",477,726,/997/8/567/688/695/1089/1080/726/10702/,1158
734,DGcr,7ED04B,Dentate gyrus crest,478,726,/997/8/567/688/695/1089/1080/726/734/,724
742,DGcr-mo,7ED04B,"Dentate gyrus crest, molecular layer",479,734,/997/8/567/688/695/1089/1080/726/734/742/,732
751,DGcr-po,7ED04B,"Dentate gyrus crest, polymorph layer",480,734,/997/8/567/688/695/1089/1080/726/734/751/,741
758,DGcr-sg,7ED04B,"Dentate gyrus crest, granule cell layer",481,734,/997/8/567/688/695/1089/1080/726/734/758/,748
766,DGlb,7ED04B,Dentate gyrus lateral blade,482,726,/997/8/567/688/695/1089/1080/726/766/,756
775,DGlb-mo,7ED04B,"Dentate gyrus lateral blade, molecular layer",483,766,/997/8/567/688/695/1089/1080/726/766/775/,765
782,DGlb-po,7ED04B,"Dentate gyrus lateral blade, polymorph layer",484,766,/997/8/567/688/695/1089/1080/726/766/782/,772
790,DGlb-sg,7ED04B,"Dentate gyrus lateral blade, granule cell layer",485,766,/997/8/567/688/695/1089/1080/726/766/790/,780
799,DGmb,7ED04B,Dentate gyrus medial blade,486,726,/997/8/567/688/695/1089/1080/726/799/,789
807,DGmb-mo,7ED04B,"Dentate gyrus medial blade, molecular layer",487,799,/997/8/567/688/695/1089/1080/726/799/807/,797
815,DGmb-po,7ED04B,"Dentate gyrus medial blade, polymorph layer",488,799,/997/8/567/688/695/1089/1080/726/799/815/,805
823,DGmb-sg,7ED04B,"Dentate gyrus medial blade, granule cell layer",489,799,/997/8/567/688/695/1089/1080/726/799/823/,813
982,FC,7ED04B,Fasciola cinerea,490,1080,/997/8/567/688/695/1089/1080/982/,972
19,IG,7ED04B,Induseum griseum,491,1080,/997/8/567/688/695/1089/1080/19/,17
822,RHP,32B825,Retrohippocampal region,492,1089,/997/8/567/688/695/1089/822/,812
909,ENT,32B825,Entorhinal area,493,822,/997/8/567/688/695/1089/822/909/,899
